serving_size_raw_mintel,serving_size_raw_loblaws,serving_size_raw_exact_match,name_mintel,name_loblaws,name_exact_match,calories_mintel,calories_loblaws,calories_exact_match,saturatedfat_mintel,saturatedfat_loblaws,saturatedfat_exact_match,sodium_mintel,sodium_loblaws,sodium_exact_match,upc_code,total_match_count
50 g,28 g,False,Natural Walnuts Halves & Pieces,Natural Walnuts Halves And Pieces,False,350.0,180.0,False,3.0,1.5,False,0.0,0.001,False,60383142520.0,0
50 g,45 g,False,Dry-Roasted & Salted Pumpkin Seeds,Dry-Roasted And Salted Pumpkin Seeds,False,310.0,280.0,False,4.0,4.0,True,0.13,0.115,False,60383142551.0,1
60 g,60 g,True,Whole Wheat Naan Rounds,Whole Wheat Naan Rounds Buns,False,170.0,160.0,False,1.0,1.0,True,0.41,0.39,False,60383146436.0,2
128 g,128 g,True,Angus Beef Burgers,Free From Angus Beef Burger,False,330.0,330.0,True,12.0,12.0,True,0.31,0.31,True,60383147013.0,4
50 g,50 g,True,Sweet & Salty Kettle Popcorn,Kettle Corn Sweet & Salty Popcorn,False,250.0,280.0,False,1.0,2.5,False,0.19,0.28,False,60383150853.0,1
84 g,105 g,False,Vegetable Potstickers,Vegetable Potstickers Dumplings,False,120.0,150.0,False,0.0,0.3,False,0.26,0.4,False,60383154363.0,0
30 g,30 g,True,Multigrain Thin Pizza Crusts,Multigrain Thin Pizza Crusts,True,80.0,80.0,True,0.0,0.4,False,0.13,0.13,True,60383154950.0,4
45 g,45 g,True,Tempura Torpedo Shrimp,Tempura Torpedo Shrimp With Sweet Soy Dipping Sauce,False,110.0,110.0,True,2.0,2.5,False,0.37,0.37,True,60383156725.0,3
113 g,113 g,True,Crisp & Crunchy Mild Southern-Style Chicken Wings,Free From Crisp & Crunchy Mild Southern-Style Chicken Wings,False,280.0,280.0,True,4.0,4.0,True,0.54,0.54,True,60383159030.0,4
15 ml,14 g,False,100% Virgin Coconut Oil,100% Virgin Coconut Oil,True,120.0,120.0,True,11.0,12.0,False,,0.0,False,60383159719.0,2
30 g,30 g,True,Beet Hummus,Beet Hummus Chickpea Dip And Spread,False,50.0,50.0,True,0.0,0.3,False,0.07,0.105,False,60383162238.0,2
30 g,30 g,True,Preserved Lemon Hummus,Preserved Lemon Hummus Chickpea Dip And Spread,False,90.0,90.0,True,1.0,1.0,True,0.13,0.13,True,60383162245.0,4
32 g,32 g,True,Mini Original Tortillas,Original Mini Tortillas,False,90.0,90.0,True,0.0,0.5,False,0.16,0.16,True,60383162733.0,3
90 g,90 g,True,Apple Squeeze Fruit Snacks,Apple Squeeze Fruit Snacks,True,40.0,40.0,True,0.0,0.0,True,0.0,0.0,True,60383163693.0,5
90 g,90 g,True,Tropical Squeeze Fruit Snacks,Tropical Fruits Squeeze Fruit Snacks,False,40.0,40.0,True,0.0,0.0,True,0.0,0.0,True,60383165413.0,4
90 g,90 g,True,"Apple, Mango and Sweet Potato Squeeze Fruit Snacks",Apple Mango Sweet Potato Squeeze Fruit Snacks,False,40.0,40.0,True,0.0,0.0,True,0.005,0.0,False,60383165420.0,3
142 g,142 g,True,Meatless Burgers,Meatless Burger,False,260.0,260.0,True,2.0,2.0,True,0.64,0.64,True,60383166618.0,4
142 g,142 g,True,Thick & Juicy Prime Rib Beef Burgers,Thick & Juicy Prime Rib Burger,False,370.0,370.0,True,13.0,13.0,True,0.65,0.65,True,60383166625.0,4
142 g,142 g,True,Thick & Juicy Portobello Swiss Vegetarian Burgers,Portobello Swiss Burger,False,140.0,130.0,False,3.0,3.0,True,0.56,0.5700000000000001,False,60383166656.0,2
250 ml,240 ml,False,100% Cranberry Juice from Concentrate,Cranberry,False,80.0,120.0,False,,0.0,False,0.015,0.005,False,60383168148.0,0
50 g,50 g,True,Salted Popcorn,"Popcorn, Lightly Salted",False,260.0,260.0,True,1.0,1.5,False,0.22,0.22,True,60383168698.0,3
375 ml,250 ml,False,Strawberry Lemonade,Strawberry Lemonade,True,150.0,100.0,False,0.0,0.0,True,0.015,0.01,False,60383170424.0,2
20 g,20 g,True,Smoked Gouda Cheese Slices,Sliced Smoked Gouda Cheese,False,70.0,70.0,True,3.0,3.5,False,0.15,0.15,True,60383171032.0,3
45 g,49 g,False,Sticky Rice,Sticky Rice,True,150.0,180.0,False,0.0,0.1,False,0.0,0.001,False,60383173067.0,1
45 g,48 g,False,Brown Sticky Rice,Sticky Brown Rice,False,170.0,170.0,True,0.0,0.3,False,0.0,0.002,False,60383173074.0,1
169 g,84 g,False,Thin & Crispy Mozzarella Pizza,"Thin & Crispy Pizza, Mozzarella",False,400.0,200.0,False,6.0,3.5,False,0.63,0.39,False,60383175337.0,0
140 g,120 g,False,Lemon & Garlic Pacific White Shrimp,Lemon & Garlic Pacific White Shrimp With A Zesty Lemon And Garlic Sauce,False,90.0,80.0,False,0.0,0.5,False,0.76,0.65,False,60383178703.0,0
50 g,50 g,True,Pretzel Sticks,Gluten Free Pretzel Sticks,False,190.0,190.0,True,0.0,0.5,False,0.42,0.42,True,60383179908.0,3
1 ml,1.0 ml,False,Stevia Natural Source Calorie-Free Sweetener,Stevia Natural Source Calorie-Free Sweetener,True,0.0,0.0,True,,0.0,False,,0.0,False,60383183653.0,2
30 g,30 g,True,Grana Padano Hard Ripened Cheese,"Grana Padano Wedge, Large",False,120.0,120.0,True,5.0,5.0,True,0.18,0.18,True,60383184643.0,4
375 ml,250 ml,False,Mango Lemonade,Mango Lemonade 1.89 L,False,170.0,110.0,False,0.0,0.0,True,0.01,0.01,True,60383185251.0,2
30 g,32 g,False,Maple Flavoured Marshmallows,Maple Flavour Marshmallows,False,100.0,100.0,True,,0.0,False,0.025,0.025,True,60383186975.0,2
30 g,30 g,True,Milk Chocolate Fingers,Milk Chocolate Fingers,True,160.0,160.0,True,4.0,4.0,True,0.035,0.035,True,60383188740.0,5
28 g,28 g,True,Jumbo Marshmallows,Jumbo Marshmallows,True,100.0,100.0,True,,0.0,False,0.015,0.015,True,60383190392.0,4
25 g,25 g,True,Blueberry Turnovers,Blueberry Turnovers,True,100.0,100.0,True,2.0,2.0,True,0.07,0.07,True,60383192310.0,5
25 g,25 g,True,Strawberry Turnovers,Strawberry Turnovers,True,100.0,100.0,True,2.0,2.0,True,0.07,0.07,True,60383192457.0,5
86 g,86 g,True,Mozzarella Cheese Sticks in Herbed Breading,Mozzarella Cheese Sticks,False,250.0,250.0,True,6.0,6.0,True,0.7,0.7000000000000001,False,60383192747.0,3
,,False,Medium Dark Roast Whole Bean Coffee,Medium Dark Roast Whole Bean Coffee,True,,,False,,,False,,,False,60383194307.0,1
90 g,90 g,True,Bacon-Wrapped Stuffed Jalapeño Peppers,Bacon-Wrapped Stuffed Jalapeño Peppers,True,200.0,200.0,True,7.0,7.0,True,0.56,0.56,True,60383194567.0,5
375 g,375 ml,False,100% Coconut Water,100% Coconut Water,True,60.0,60.0,True,,0.0,False,0.08,0.08,True,60383195304.0,3
30 g,30 g,True,Shredded Double Cheddar Cheese Blend,Shredded Double Cheddar Cheese,False,90.0,90.0,True,3.0,3.5,False,0.24,0.19,False,60383195816.0,2
30 g,30 g,True,Light Shredded Nacho Cheese Blend,Shredded Light Nacho Blend Cheese,False,90.0,80.0,False,3.0,3.5,False,0.23,0.19,False,60383195847.0,1
30 g,30 g,True,Shredded Old Cheddar Cheese,Shredded Old White Cheddar,False,120.0,120.0,True,6.0,6.0,True,0.21,0.21,True,60383195854.0,4
15 ml,14 g,False,100% Virgin Coconut Oil,"Coconut Oil, Large",False,120.0,120.0,True,11.0,11.0,True,,0.0,False,60383197360.0,2
45 g,43 g,False,Quinoa,Quinoa,True,160.0,160.0,True,0.0,0.3,False,0.002,0.002,True,60383198343.0,3
59 g,59 g,True,Naturally Smoked Bacon,Free From Bacon Naturally Smoked,False,220.0,230.0,False,8.0,8.0,True,0.41,0.41,True,60383198602.0,3
200 ml,200 ml,True,Iced Tea,Iced Tea,True,60.0,60.0,True,0.0,0.0,True,0.01,0.01,True,60383199432.0,5
59 g,59 g,True,Maple Flavoured Naturally Smoked Bacon,Free From Maple Flavoured Bacon,False,220.0,230.0,False,8.0,8.0,True,0.42,0.42,True,60383200152.0,3
376 g,376 g,True,Beef Cannelloni,Cannelloni Beef 6 Cannelloni,False,370.0,370.0,True,5.0,5.0,True,0.98,0.98,True,60383201371.0,4
74 g,74 g,True,Three Pepper & Onion Blend,3 Peppers & Onion Blend,False,25.0,25.0,True,0.0,0.0,True,0.005,0.005,True,60383203481.0,4
222 ml,222 ml,True,Tonic Water,Tonic Water (Case),False,80.0,80.0,True,,0.0,False,0.02,0.02,True,60383204297.0,3
30 g,30 g,True,Caramelized Onion Hummus,Hummus Caramelized Onion,False,80.0,80.0,True,0.0,0.5,False,0.115,0.115,True,60383207014.0,3
30 g,30 g,True,Edamame Hummus with Cilantro and Jalapeño,Hummus Edamame Medium,False,90.0,90.0,True,0.0,0.5,False,0.105,0.105,True,60383207021.0,3
125 ml,125 ml,True,Salted Caramel Flavoured Frozen Dairy Dessert,"Frozen Dairy Dessert, Salted Caramel",False,100.0,100.0,True,1.0,1.0,True,0.15,0.15,True,60383208516.0,4
125 ml,125 ml,True,Chocolate Chip & Peanut Butter Flavoured Frozen Dairy Dessert,"Frozen Dairy Dessert, Peanut Butter Chocolate",False,100.0,100.0,True,1.0,1.0,True,0.115,0.115,True,60383208530.0,4
41 g,,False,Extra Butter Flavour Purple Kernel Microwave Popping Corn,"Extra Butter Flavour Purple Kernel Microwave Popping Corn, 3 Pack",False,160.0,,False,4.0,,False,0.085,,False,60383209346.0,0
4 g,,False,Sugar,Granulated Sugar,False,15.0,,False,,,False,,,False,60383209407.0,0
30 ml,30 ml,True,Caesar Dressing,Caesar Dressing 730Ml,False,140.0,140.0,True,1.0,1.5,False,0.22,0.22,True,60383209582.0,3
66 g,,False,Deli Meat Assorted Trio,Natural Choice® Deli Assortment,False,,,False,0.0,,False,0.51,,False,60383210144.0,0
84 g,84 g,True,White Bread with Whole Wheat,White With Whole Grain Bread,False,210.0,210.0,True,0.0,0.3,False,0.43,0.43,True,60383212520.0,3
84 g,84 g,True,Whole Wheat Bread,100% Whole Grain Bread,False,190.0,190.0,True,0.0,0.4,False,0.35,0.35000000000000003,False,60383212537.0,2
175 g,,False,Plain Cultured Coconut Milk Yogurt Alternative,"Cultured Coconut Milk Plain ,Unsweetened",False,120.0,,False,7.0,,False,0.105,,False,60383213213.0,0
175 g,,False,Vanilla Cultured Coconut Milk Yogurt Alternative,"Cultured Coconut Milk Yogurt ,Alternative Vanilla",False,130.0,,False,6.0,,False,0.095,,False,60383213220.0,0
70 ml,,False,Plant-Based Mango Mochi Frozen Dessert,Plant Based Mango Mochi,False,150.0,,False,0.0,,False,0.02,,False,60383215002.0,0
286 g,,False,Extra Cheesy Mac & Cheese,"Mac & Cheese Extra Cheesy, Club Size",False,460.0,,False,14.0,,False,0.89,,False,60383215026.0,0
100 g,100 g,True,Chickenless Breasts,Plant Based Chickenless Breasts,False,180.0,180.0,True,3.0,3.0,True,0.32,0.32,True,60383215095.0,4
85 g,85 g,True,Chickenless Breaded Cutlets,Plant Based Chickenless Breaded Cutlets,False,220.0,220.0,True,3.0,3.0,True,0.28,0.28,True,60383215101.0,4
113 g,113 g,True,Beefless Undeniable Burger,Plant Based Beefless Undeniable Burger,False,270.0,250.0,False,11.0,5.0,False,0.34,0.36,False,60383215118.0,1
90 g,90 g,True,Chickenless Breaded Strips,Plant Based Chickenless Breaded Strips,False,240.0,240.0,True,3.0,3.0,True,0.29,0.29,True,60383215125.0,4
100 g,100 g,True,Zucchini Veggie Noodles,Frozen Zucchini Veggie Noodles,False,20.0,20.0,True,0.0,0.0,True,0.0,0.0,True,60383215484.0,4
55 g,55 g,True,Citrus Blend with Sliced Lemons and Limes,Frozen Fruit Lemon And Lime With Peel,False,20.0,20.0,True,0.0,0.0,True,0.0,0.0,True,60383215545.0,4
120 g,,False,Australian Lamb Skewers,Free From Australian Lamb Spiedini 24 Skewers,False,150.0,,False,2.0,,False,0.075,,False,60383215668.0,0
115 g,,False,Tagliatelle Pasta,"Tagliatelle Pasta, Small",False,330.0,,False,1.0,,False,0.04,,False,60383215798.0,0
155 g,,False,Chicken and Pancetta Tortelloni,"Chicken Pancetta Tortellini, Large",False,390.0,,False,2.0,,False,0.73,,False,60383215873.0,0
135 g,,False,Italian Sausage Cappelletti,"Sausage Cappelletti, Large",False,350.0,,False,2.0,,False,0.41,,False,60383215880.0,0
40 g,40 g,True,Dried Goji Berries,Dried Goji Berries,True,140.0,140.0,True,0.0,0.0,True,0.12,0.12,True,60383216146.0,5
42 g,42 g,True,Dried Mangoes,Dried Mango,False,130.0,130.0,True,0.0,0.0,True,0.0,0.0,True,60383216177.0,4
250 ml,,False,Vegetable Broth,Vegetable Broth,True,10.0,,False,0.0,,False,0.61,,False,60383216214.0,1
250 ml,,False,Low-Sodium Chicken Broth,Chicken Broth Reduced Sodium,False,10.0,,False,,,False,0.55,,False,60383216221.0,0
250 ml,,False,Black Cold Brew Coffee,Black Cold Brew Coffee,True,15.0,,False,,,False,0.01,,False,60383216290.0,1
40 g,40 g,True,Dried Pitted Dates,Pitted Dates,False,120.0,120.0,True,0.0,0.0,True,0.0,0.0,True,60383216306.0,4
40 g,40 g,True,Dried Apricots,Dried Apricots,True,100.0,100.0,True,0.0,0.0,True,0.0,0.0,True,60383216320.0,5
40 g,40 g,True,Dried Cranberries,Dried Cranberries,True,130.0,130.0,True,0.0,0.0,True,0.005,0.005,True,60383216337.0,5
40 g,40 g,True,Dried Figs,Dried Figs,True,100.0,100.0,True,0.0,0.0,True,0.0,0.0,True,60383216344.0,5
175 g,175 g,True,Organic Spinach & Ricotta Ravioli,Spinach And Ricotta Ravioli,False,420.0,420.0,True,7.0,7.0,True,0.72,0.72,True,60383216351.0,4
,150 g,False,Roasted Vegetable Tortelloni,Vegetarian Tortellini,False,,340.0,False,,2.5,False,,0.62,False,60383216368.0,0
49 g,,False,Chicken Balls,Battered Chicken Balls,False,100.0,,False,0.0,,False,0.17,,False,60383216542.0,0
250 ml,250 ml,True,Chickenless Broth,Plant Based Chickenless Broth,False,10.0,10.0,True,0.0,0.1,False,0.7,0.7000000000000001,False,60383216641.0,2
63 g,,False,Cocktail Mild Italian Pork Sausages,"Free From Cocktail Italian Pork, Mild",False,140.0,,False,4.0,,False,0.38,,False,60383216702.0,0
83 g,,False,Bacon-Wrapped Wild Sea Scallops,"Bacon Wrapped Wild Sea Scallops, Sustainably Sourced 260g",False,170.0,,False,5.0,,False,0.3,,False,60383217587.0,0
30 g,30 g,True,Cheddar Cheese with Habanero,Shredded Cheddar Cheese With Habanero Hot,False,120.0,120.0,True,6.0,6.0,True,0.19,0.19,True,60383218867.0,4
30 g,30 g,True,Shredded Smoke Flavoured Cheddar Cheese,Shredded Smoke Flavoured Cheddar Cheese,True,120.0,120.0,True,6.0,6.0,True,0.19,0.19,True,60383218874.0,5
30 g,30 g,True,Plant-Based Cashew Dip,Plant Based Cashew Dip,False,110.0,110.0,True,1.0,1.5,False,0.09,0.09,True,60383219000.0,3
,0.5 g,False,Ground Black Pepper,Ground Black Pepper,True,,0.0,False,,0.0,False,,0.0,False,60383221812.0,1
,0.5 g,False,Ground Red Cayenne Pepper,Cayenne Pepper,False,,0.0,False,,0.0,False,,0.0,False,60383221836.0,0
,1.0 g,False,Chili Powder Blend,Chili Powder,False,,4.0,False,,0.0,False,,0.015,False,60383221843.0,0
,0.5 g,False,Ground Cinnamon,Cinnamon Ground,False,,0.0,False,,0.0,False,,0.0,False,60383221850.0,0
,0.5 g,False,Ground Cumin,Cumin Ground,False,,0.0,False,,0.0,False,,0.0,False,60383221867.0,0
,0.5 g,False,Curry Powder,Curry Powder Med,False,,0.0,False,,0.0,False,,0.0,False,60383221874.0,0
,0.5 g,False,Garlic Powder,Garlic Powder,True,,0.0,False,,0.0,False,,0.0,False,60383221881.0,1
,0.5 g,False,Ground Ginger,Ground Ginger,True,,0.0,False,,0.0,False,,0.0,False,60383221898.0,1
,0.5 g,False,Ground Nutmeg,Ground Nutmeg,True,,0.0,False,,0.0,False,,0.0,False,60383221904.0,1
,0.5 g,False,Paprika,Paprika,True,,0.0,False,,0.0,False,,0.0,False,60383221928.0,1
,0.5 g,False,Smoked Paprika,Smoked Paprika,True,,0.0,False,,0.0,False,,0.0,False,60383221935.0,1
,0.5 g,False,Thyme Leaves,Thyme Leaves,True,,0.0,False,,0.0,False,,0.0,False,60383221942.0,1
,0.5 g,False,Ground Turmeric,Turmeric Ground,False,,0.0,False,,0.0,False,,0.0,False,60383221959.0,0
25 g,25 g,True,Oatmeal Raisin Cookie Dough Rounds,Frozen Oatmeal Raisin Cookie Dough,False,100.0,0.0,False,2.0,0.0,False,0.06,0.0,False,60383222178.0,1
25 g,25 g,True,Plant-Based Chocolate Chip Cookie Dough Rounds,Plant Based Chocolate Chip Cookie Dough Rounds,False,100.0,0.0,False,2.0,0.0,False,0.06,0.0,False,60383222192.0,1
40 g,,False,Blond Dessert Bar,"Blond Dessert Bar, 100g",False,230.0,,False,9.0,,False,0.045,,False,60383222376.0,0
255 g,255 g,True,Cajun Seafood Bake,Seafood Bake Tray Cajun,False,420.0,420.0,True,16.0,16.0,True,1.0,1.8,False,60383223038.0,3
15 g,,False,Bittersweet Chocolate Chips,Bittersweet Chocolate Chips,True,90.0,,False,3.0,,False,0.0,,False,60383223342.0,1
42 g,,False,Toasted Coconut Dark Chocolate,Toasted Coconut Dark Chocolate,True,250.0,,False,11.0,,False,0.0,,False,60383223380.0,1
30 g,,False,Cream Cheese Spread with Everything Bagel Seasoning,Nn Evrytb Crm Chse Sprd,False,80.0,,False,4.0,,False,0.15,,False,60383223717.0,0
30 g,30 g,True,Shredded Marble Farmer's Cheese,No Name Farmer'S Marble Shred,False,100.0,100.0,True,5.0,5.0,True,0.22,0.22,True,60383223724.0,4
28 g,,False,Cheese Collection Box,Cheese Collection Box,True,110.0,,False,5.0,,False,0.2,,False,60383223762.0,1
21 g,21 g,True,Waffle Bowls,Waffle Bowls,True,80.0,80.0,True,0.0,0.0,True,0.035,0.035,True,60383224172.0,5
13 g,13 g,True,Mini Waffle Bowls,Mini Waffle Bowls,True,50.0,50.0,True,0.0,0.0,True,0.02,0.02,True,60383224189.0,5
50 g,50 g,True,Salted California Pistachios,Roasted Pistachios,False,310.0,310.0,True,3.0,3.0,True,0.26,0.32,False,60383365523.0,3
22 g,40 g,False,Vanilla Creme-Filled Sandwich Cookies,Vanilla Crème Cookies,False,110.0,190.0,False,1.0,3.0,False,0.04,0.09,False,60383368937.0,0
50 g,50 g,True,Mild Sugar Cured Bacon,Mild Sugar-Cured Bacon,False,170.0,200.0,False,6.0,7.0,False,0.42,0.43,False,60383501105.0,1
40 g,40 g,True,Swiss Milk Chocolate with Honey and Almond Nougat,Suisse Milk Chocolate Bar,False,220.0,220.0,True,8.0,8.0,True,0.025,0.02,False,60383645618.0,3
58 g,56 g,False,Extra Large Size Eggs,Grade A Extra Large Eggs,False,80.0,80.0,True,2.0,1.5,False,0.075,0.07,False,60383664138.0,1
53 g,56 g,False,Large Size Eggs,Grade A Large Eggs,False,70.0,80.0,False,1.0,1.5,False,0.065,0.07,False,60383664145.0,0
46 g,56 g,False,Medium Size Eggs,"Grade A White Eggs, Medium",False,70.0,80.0,False,1.0,1.5,False,0.05,0.07,False,60383664152.0,0
125 ml,125 ml,True,Cut Miniature Cobs of Corn,Miniature Cut Cobs of Corn,False,30.0,15.0,False,0.0,0.0,True,0.135,0.17,False,60383678524.0,2
250 ml,250 ml,True,New England-Style Clam Chowder,"Ready-To-Serve Soup, New England Style Clam Chowder",False,180.0,180.0,True,1.0,1.5,False,0.8,0.8,True,60383680343.0,3
250 ml,250 ml,True,Cream of Mushroom Soup,"Ready-To-Serve Soup, Cream Of Mushroom",False,120.0,120.0,True,1.0,1.0,True,0.65,0.65,True,60383680954.0,4
10 g,14 G,False,Salted Butter,Salted Butter,True,70.0,100.0,False,5.0,7.0,False,0.065,0.08,False,60383681890.0,1
30 g,30 g,True,Triple Crème Brie Bleu Cheese,Triple Cream Blue Brie,False,130.0,130.0,True,7.0,7.0,True,0.15,0.15,True,60383683481.0,4
22 g,40 g,False,Double Chocolate Fudge Creme-Filled Sandwich Cookies,Double Chocolate Fudge Sandwich Cookie,False,110.0,190.0,False,2.0,3.5,False,0.05,0.105,False,60383683672.0,0
22 g,40 g,False,Vanilla & Chocolate Creme-Filled Sandwich Cookies,Vanilla & Chocolate Cream Filled Sandwich Cookies,False,110.0,190.0,False,2.0,3.0,False,0.045,0.09,False,60383683689.0,0
10 g,14 g,False,Unsalted Butter,Unsalted Butter,True,70.0,100.0,False,5.0,7.0,False,0.0,0.002,False,60383685003.0,1
85 g,85 g,True,Shoestring Fried Potatoes,"Fried Potatoes, Shoestring",False,120.0,120.0,True,0.0,0.3,False,0.13,0.03,False,60383686376.0,2
10 ml,14 g,False,Extra Virgin Olive Oil,Extra Virgin Olive Oil,True,80.0,120.0,False,1.0,2.0,False,,0.0,False,60383686758.0,1
125 ml,125 ml,True,Tomato & Basil Pasta Sauce,Pasta Sauce,False,70.0,70.0,True,0.0,0.5,False,0.57,0.5700000000000001,False,60383690045.0,2
85 g,42 G,False,Pene Rigate Pasta,"Pasta, Penne Rigate",False,310.0,150.0,False,0.0,0.1,False,0.005,0.0,False,60383690564.0,0
105 g,56 g,False,Free-Range Large Size Brown Eggs,Free-Range Brown Eggs,False,160.0,80.0,False,3.0,1.5,False,0.13,0.07,False,60383690687.0,0
85 g,42 G,False,Rotini Pasta,Rotini,False,310.0,150.0,False,0.0,0.1,False,0.005,0.0,False,60383691424.0,0
,100 g,False,Romaine Lettuce Hearts,Romaine Lettuce Hearts,True,,15.0,False,,0.0,False,,0.01,False,60383692926.0,1
125 ml,125 ml,True,Whole Hearts of Palm,Whole Hearts Of Palm,False,35.0,35.0,True,0.0,0.2,False,0.47,0.39,False,60383693466.0,2
100 g,,False,Lower Iron Infant Formula Powder Step 1,Lower Iron Infant Formula Powder,False,,,False,,,False,0.14,,False,60383698393.0,0
100 g,,False,Infant Formula Powder with Iron Step 1,Infant Formula Powder With Iron,False,,,False,,,False,0.14,,False,60383698584.0,0
135 g,135 g,True,Potato & Egg Salad,Potato & Egg Salad,True,200.0,200.0,True,2.0,2.0,True,0.36,0.36,True,60383700010.0,5
115 g,115 g,True,Macaroni & Cheese Salad,Macaroni & Cheese Salad,True,230.0,230.0,True,2.0,2.5,False,0.3,0.3,True,60383700072.0,4
10 g,14 g,False,Churned Salted Butter,"Fresh Churned Butter, Salted",False,70.0,100.0,False,5.0,7.0,False,0.065,0.08,False,60383702458.0,0
30 g,33 g,False,Medium Cheddar Cheese,"Cheese, Medium Cheddar",False,120.0,130.0,False,7.0,7.0,True,0.26,0.24,False,60383702496.0,1
10 ml,14 g,False,Extra Virgin Olive Oil from Tuscany Protected Geographical Indication,Extra Virgin Olive Oil From Tuscany,False,80.0,120.0,False,1.0,2.0,False,,0.0,False,60383703455.0,0
10 g,14 g,False,Churned Unsalted Butter,"Fresh Churned Butter, Unsalted",False,70.0,100.0,False,5.0,7.0,False,0.0,0.002,False,60383708511.0,0
80 g,155 g,False,Canadian Wild Blueberries,Canadian Wild Blueberries,True,35.0,80.0,False,0.0,0.1,False,0.0,0.002,False,60383709266.0,1
30 ml,30 ml,True,Lactose Free Sour Cream,"Lactose Free Sour Cream, 14%",False,50.0,50.0,True,2.0,2.5,False,0.02,0.02,True,60383709563.0,3
30 g,33 g,False,Old Cheddar Cheese,"Cheese, Old Cheddar",False,120.0,130.0,False,7.0,7.0,True,0.2,0.24,False,60383715564.0,1
350 g,350 g,True,Red Curry Chicken,Thai Red Curry Chicken,False,370.0,370.0,True,7.0,7.0,True,0.92,0.92,True,60383715854.0,4
42 g,42 g,True,Large Size Flour Tortillas,"Tortillas, Large Flour",False,130.0,130.0,True,1.0,1.0,True,0.22,0.22,True,60383725105.0,4
65 g,65 g,True,Original Tortillas,"Tortillas, Original",False,190.0,180.0,False,1.0,1.0,True,0.32,0.48,False,60383726027.0,2
200 ml,200 ml,True,Fruit Punch,Fruit Punch,True,70.0,70.0,True,0.0,0.0,True,0.015,0.015,True,60383728762.0,5
200 ml,200 ml,True,Grape Drink,Grape drink,False,70.0,70.0,True,0.0,0.0,True,0.015,0.015,True,60383728779.0,4
60 ml,30 ml,False,Mild Salsa,"Salsa, Mild",False,20.0,10.0,False,0.0,0.0,True,0.16,0.075,False,60383736194.0,1
125 ml,125 ml,True,Roasted Garlic & Herb Pasta Sauce,"Pasta Sauce, Roasted Garlic & Herb",False,70.0,70.0,True,0.0,0.4,False,0.57,0.5700000000000001,False,60383737009.0,2
