serving_size_raw_mintel,serving_size_raw_loblaws,serving_size_raw_exact_match,name_mintel,name_loblaws,name_exact_match,calories_mintel,calories_loblaws,calories_exact_match,saturatedfat_mintel,saturatedfat_loblaws,saturatedfat_exact_match,sodium_mintel,sodium_loblaws,sodium_exact_match,sugar_mintel,sugar_loblaws,sugar_exact_match,upc_code,total_match_count,date
85g,85g,True,Extra Thin Gourmet Fries,Cavendish Farms Restaurant Style Frites Extra Thin Gourmet Fries (750G),False,170.0,180.0,False,0.5,1.0,False,0.29,0.32,False,0.0,0.0,True,56210255105.0,2,July '22
41g,41g,True,Milk Chocolate,Hershey Kisses Pouches For Valentine,False,210.0,210.0,True,8.0,8.0,True,0.045,0.04,False,23.0,22.0,False,56600304895.0,3,July '22
42g,42g,True,Cookies 'n' Creme Candy,Hershey Kisses Pouches For Valentine,False,220.0,220.0,True,7.0,7.0,True,0.09,0.08,False,20.0,20.0,True,56600304932.0,4,July '22
17g,,False,Spooky Shapes Assorted Candy,"Halloween Spooky Shapes, 80 Count",False,90.0,,False,1.5,,False,0.06,,False,8.0,,False,56600768666.0,0,July '22
12g,,False,Assorted Flavoured Snack Size Candy,"Assorted Halloween Candy, 90 Count",False,40.0,,False,0.1,,False,0.045,,False,5.0,,False,56600768789.0,0,July '22
44g,,False,Milk Chocolate Peanut Butter Cups,Thins Peanut Butter Cups Milk Chocolate,False,220.0,,False,7.0,,False,0.085,,False,24.0,,False,56600793545.0,0,July '22
44g,,False,Dark Chocolate & Peanut Butter Cups,Thins Peanut Butter Cups Dark Chocolate,False,220.0,,False,8.0,,False,0.07,,False,20.0,,False,56600793552.0,0,July '22
44g,,False,White Creme & Peanut Butter Cups,Peanut Butter Cups White Creme Thins,False,230.0,,False,7.0,,False,0.1,,False,20.0,,False,56600793569.0,0,July '22
39g,,False,Sweet Tongue Twisters Candy,Gummies Sweet Tongue Twisters Candy,False,120.0,,False,0.0,,False,0.03,,False,24.0,,False,56600809550.0,0,July '22
39g,,False,Tangy Tongue Twisters Candy,Gummies - Tangy Tongue Twisters Candy,False,120.0,,False,0.0,,False,0.03,,False,24.0,,False,56600809567.0,0,July '22
250ml,,False,Wild Summer Cold-Pressed Smoothie,Loop Wild Summer Smoothie 1L,False,110.0,,False,0.0,,False,0.015,,False,20.0,,False,56719900278.0,0,July '22
45g,,False,Organic Jasmine Rice,Dainty Organic Jasmine Rice,False,160.0,,False,0.0,,False,0.0,,False,0.0,,False,56725262018.0,0,July '22
45g,,False,Organic Basmati Rice,Dainty Organic Basmati Rice,False,160.0,,False,0.0,,False,0.0,,False,0.0,,False,56725262032.0,0,July '22
100g,100g,True,Chia & Raspberry-Cranberry and Chia & Cherry Probiotic Yogurts,"Activia Yogurt with Probiotics & Fibre, Rasberry-Cranberry Cereal/Cherry Cereal, 100G (Pack of 8)",False,100.0,100.0,True,1.5,1.5,True,0.055,0.055,True,11.0,11.0,True,56800047714.0,5,July '22
93ml,93ml,True,Raspberry Drinkable Yogurt,"Danino Yogurt Drink for Kids, Rasperry Flavour, 93ml (Pack of 8)",False,50.0,50.0,True,1.0,1.0,True,0.045,0.045,True,5.0,5.0,True,56800483703.0,5,July '22
325ml,,False,Vanilla Drink,"Drinkable Yogurt, Vanilla Milkshake",False,200.0,,False,0.2,,False,0.125,,False,22.0,,False,56800494068.0,0,July '22
95g,,False,"Cucumber, Watermelon & Lime Ultrafiltered Yogurt","Danone Light 'N' Free Cucumber, watermelon & Lime 4 x 95G",False,60.0,,False,1.0,,False,0.01,,False,4.0,,False,56800531206.0,0,July '22
95g,,False,Vanilla Bean & Apple Ultrafiltered Yogurt,Danone Light 'N' Free Tub Vanilla Bean & Apple 710 g,False,60.0,,False,1.0,,False,0.01,,False,4.0,,False,56800531213.0,0,July '22
95g,,False,Grilled Pineapple Ultrafiltered Yogurt,Danone Light 'N' Free Grilled Pineapple Tub 710g,False,60.0,,False,1.0,,False,0.01,,False,4.0,,False,56800531220.0,0,July '22
175g,175g,True,No Sugar Added Strawberry Yogurt,Danone Natural Tub Strawberry 650g,False,110.0,110.0,True,3.5,3.5,True,0.065,0.065,True,8.0,8.0,True,56800557947.0,5,July '22
100g,,False,Raspberry-Mint & Black Cherry Probiotic Yogurt,Touch of Botanicals Yogurt Raspberry/Mint and Cherry,False,80.0,,False,2.0,,False,0.055,,False,8.0,,False,56800558784.0,0,July '22
100g,,False,Vanilla-Lavender & Orchard Peach Active Probiotic Yogurt,Danone Activia Touch Va-La/Pe,False,80.0,,False,2.0,,False,0.08,,False,7.0,,False,56800558791.0,0,July '22
15ml,,False,Oreo Coffee Whitener,Coffee Whitener Oreo,False,35.0,,False,0.5,,False,0.025,,False,5.0,,False,56800561234.0,0,July '22
100g,per100g,False,Raspberry and Peach-Mango No Sugar Added Yogurt,Danone Natural Peach-Mango-Rasberry 8X100g,False,60.0,60.0,True,2.0,2.0,True,0.04,0.04,True,5.0,5.0,True,56800561425.0,4,July '22
175g,175g,True,Strawberry Rhubarb Probiotic Yogurt,"Yogurt with Probiotics, Strawberry Rhubarb, 650g",False,160.0,180.0,False,2.5,2.5,True,0.075,0.1,False,18.0,19.0,False,56800739039.0,2,July '22
60g,60g,True,Limited Edition Cookies & Cream Flavour Yogurt,Yoplait Tubes Limited Edition,False,50.0,45.0,False,1.0,0.5,False,0.035,0.035,True,6.0,5.0,False,56920023056.0,2,July '22
60g,60g,True,Vanilla Flavour Yogurt,Tubes Vanilla,False,45.0,45.0,True,0.5,0.5,True,0.035,0.035,True,5.0,5.0,True,56920113740.0,5,July '22
50g,50g,True,Organic Deep Blue Tortillas,"Chips, Organic Blue Tortilla",False,250.0,260.0,False,1.0,1.5,False,0.14,0.14,True,0.0,0.0,True,56932201046.0,3,July '22
60ml,60ml,True,Organic Just-Hot-Enough Salsa,"Organic Salsa, Medium",False,15.0,15.0,True,0.0,0.0,True,0.28,0.26,False,2.0,2.0,True,56932302026.0,4,July '22
60ml,60ml,True,Organic Oh-This-Is-Hot Salsa,"Organic Salsa, Hot",False,15.0,15.0,True,0.0,0.0,True,0.28,0.26,False,2.0,2.0,True,56932302033.0,4,July '22
15ml,15ml,True,Sriracha Mayonnaise,Sriracha Mayonnaise,True,90.0,90.0,True,1.5,1.5,True,0.125,0.125,True,0.0,0.0,True,56932503034.0,6,July '22
15ml,15ml,True,Classic Mayonnaise,Classic Mayonnaise,True,100.0,100.0,True,1.5,1.5,True,0.085,0.085,True,0.0,0.0,True,56932503041.0,6,July '22
30g,30g,True,Sour Cream & Onion Baguette Bites,"Baguettes Bites, Sour Cream & Onion",False,140.0,140.0,True,1.0,1.0,True,0.24,0.24,True,2.0,2.0,True,56951412706.0,5,July '22
30g,30g,True,Garlic Parmesan Baguette Bites,"Baguettes Bites, Garlic & Parmesan",False,130.0,130.0,True,0.5,0.5,True,0.21,0.21,True,3.0,3.0,True,56951412805.0,5,July '22
30g,30g,True,Bruschetta Baguette Bites,"Baguettes Bites, Bruschetta",False,130.0,130.0,True,0.5,0.5,True,0.22,0.22,True,2.0,2.0,True,56951412904.0,5,July '22
250ml,1.0cup,False,Canada Fancy Tomato Juice,Tomato Juice Re-sealable Bottle,False,50.0,50.0,True,0.0,0.0,True,0.48,0.48,True,6.0,6.0,True,57000001070.0,4,July '22
210g,,False,Buffalo Chicken Melt Open-Faced Sandwich,Buffalo Chicken Frozen Melt,False,500.0,,False,8.0,,False,1.13,,False,5.0,,False,57000011307.0,0,July '22
213g,,False,Philly Cheesesteak Melt Open-Faced Sandwich,Philly Cheesesteak Frozen Melt,False,470.0,,False,6.0,,False,0.68,,False,6.0,,False,57000011314.0,0,July '22
204g,,False,Turkey & Bacon Ranch Melt Open-Faced Sandwich,Turkey & Bacon Ranch Frozen Melt,False,540.0,,False,8.0,,False,0.77,,False,4.0,,False,57000011321.0,0,July '22
15ml,15ML,False,Tomato Ketchup,Tomato Ketchup,True,20.0,20.0,True,0.0,0.0,True,0.14,0.14,True,4.0,4.0,True,57000013165.0,5,July '22
175ml,175g,False,Pure Ceylon Black Tea,Tetley The Pur De Ceylan,False,0.0,0.0,True,0.0,0.0,True,0.0,0.005,False,0.0,0.0,True,57174889191.0,3,July '22
500ml,,False,Watermelon Strawberry Antioxidant Drink,Watermelon Strawberry Beverage,False,80.0,,False,,,False,0.23,,False,19.0,,False,57271162968.0,0,July '22
500ml,,False,Mixed Berry Antioxidant Drink,Mixed Berry Beverage,False,80.0,,False,,,False,0.23,,False,19.0,,False,57271162975.0,0,July '22
500ml,,False,Tropical Mango Antioxidant Drink,Tropical Mango Beverage,False,80.0,,False,,,False,0.23,,False,19.0,,False,57271162982.0,0,July '22
710ml,710ml,True,Glacier Cherry Sports Drink,Glacier Cherry Sports Drink,True,170.0,170.0,True,,0.0,False,0.33,0.33,True,41.0,41.0,True,57271425162.0,5,July '22
2.3g,2.3g,True,Peppermint Wave Sugar Free Gum,Trident Vibes Sugar-Free Gum Peppermint Wave 40 Pieces,False,5.0,5.0,True,,0.0,False,,0.0,False,0.0,0.0,True,57700014646.0,3,July '22
50ml,50ml,True,Mild Spicy Salsa,"Picante Salsa, Mild",False,15.0,15.0,True,0.0,0.0,True,0.31,0.31,True,2.0,2.0,True,58300854007.0,5,July '22
170g,,False,Pepperoni Thin Crust Pizza,Doet Momenti Thn Crst Pepproni,False,420.0,,False,7.0,,False,0.9,,False,6.0,,False,58336439001.0,0,July '22
180g,,False,Spinach Thin Crust Pizza,Spinach Pizza Thin Crust,False,410.0,,False,8.0,,False,0.75,,False,5.0,,False,58336439506.0,0,July '22
100g,,False,Basil Pesto Gigante Borsetti,Art Bas Pesto Gig Borsetti,False,270.0,,False,3.0,,False,0.35,,False,1.0,,False,58441900458.0,0,July '22
85g,85g,True,Cheddar Bacon Skillet Gnocchi,Cheese and Bacon Skillet Gnocchi,False,200.0,200.0,True,3.5,3.5,True,0.47,0.47,True,0.0,0.0,True,58441900540.0,5,July '22
38g,38g,True,Superseeds & Grains Superfood Oatmeal,"Organic Qi'a Hot Oatmeal, Supergrains",False,150.0,150.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,58449154006.0,5,July '22
38g,38g,True,Creamy Coconut Superfood Oatmeal,"Organic Qi'a Hot Oatmeal, Creamy Coconut",False,160.0,160.0,True,4.0,4.0,True,0.0,0.0,True,1.0,1.0,True,58449154020.0,5,July '22
35g,35g,True,Cacao with MCT Oil Superfood Oatmeal,Cacao Oatmeal,False,140.0,140.0,True,1.5,1.5,True,0.06,0.06,True,3.0,3.0,True,58449204091.0,5,July '22
30g,30g,True,Strawberry Chocolate Flavoured Cereal,Turtle Splash Cereal,False,120.0,120.0,True,0.0,0.0,True,0.085,0.085,True,7.0,7.0,True,58449205081.0,5,July '22
30g,30g,True,Organic Peanut Butter & Chocolate Cereal,Leapin Lemurs Cereal,False,120.0,120.0,True,0.0,0.2,False,0.115,0.115,True,8.0,8.0,True,58449860068.0,4,July '22
30g,30g,True,Chocolate Flavoured Cereal,Organic Chocolate Choco Chimps,False,110.0,110.0,True,0.0,0.0,True,0.09,0.09,True,9.0,9.0,True,58449870234.0,5,July '22
55g,55g,True,Pumpkin Seed & Flax Granola,Flax Plus Pumpkin Flax Granola,False,260.0,260.0,True,1.5,1.5,True,0.045,0.045,True,10.0,10.0,True,58449890072.0,5,July '22
90g,90g,True,Broccoli & Cheddar Rice,"Fast & Fancy, Broccoli & Cheddar Flavour",False,130.0,130.0,True,0.5,0.5,True,0.39,0.39,True,1.0,1.0,True,58496436247.0,5,July '22
227ml,227ml,True,Southern Chili Style Beans,"Baked Beans, Southern Chili Style",False,160.0,160.0,True,0.3,0.3,True,0.63,0.63,True,3.0,3.0,True,58496441029.0,5,July '22
227ml,,False,Zesty Mexican Style Beans,"Baked Beans, Mexican Style",False,170.0,,False,0.5,,False,0.63,,False,4.0,,False,58496441043.0,0,July '22
227ml,,False,New Orleans Style Beans,"Haricots cuits, à la mode de la Nouvelle-Orléans",False,170.0,,False,0.2,,False,0.64,,False,3.0,,False,58496441067.0,0,July '22
19g,,False,Creamy Peanut Butter Squares,"Peanut Butter Take Home Size, 8 Individually Wrapped Squares",False,100.0,,False,2.0,,False,0.045,,False,8.0,,False,58496441593.0,0,July '22
240g,,False,Sambal Chili Flavour Rice Side Dish,Uncl Rte Sambal Chili,False,320.0,,False,0.5,,False,0.48,,False,2.0,,False,58496441708.0,0,July '22
19g,19g,True,Creamy Almond Butter Squares,"Almond Butter Take Home Size ,8 Individually Wrapped Squares",False,100.0,100.0,True,2.0,2.0,True,0.07,0.07,True,8.0,8.0,True,58496441982.0,5,July '22
240g,,False,Green Sriracha Flavour Rice Side Dish,Uncl Rth Green Sriracha,False,320.0,,False,0.5,,False,0.48,,False,2.0,,False,58496442101.0,0,July '22
90g,90g,True,Organic Basmati Rice,Basmati Rice,False,140.0,140.0,True,0.1,0.1,True,0.004,0.004,True,0.0,0.0,True,58496443634.0,5,July '22
240g,,False,Cheddar & Jalapeno Flavour Rice Side Dish,Uncl Rth Ched Jalapeno 240G,False,350.0,,False,1.0,,False,0.5,,False,3.0,,False,58496448066.0,0,July '22
40g,,False,Creamy Yogurt Flavoured Coating Original Bite Size Candies,SKITTLES CANDIES DIPS PEG,False,190.0,,False,6.0,,False,0.025,,False,29.0,,False,58496452070.0,0,July '22
34g,34g,True,Dark Chocolate & Roasted Peanuts Bark,Bark Dark Chocolate & Roasted Peanuts Each,False,180.0,180.0,True,5.0,5.0,True,0.035,0.035,True,10.0,10.0,True,58496452261.0,5,July '22
42g,42g,True,Fudge Brownie Dark Chocolate Candies,Fudge Brownie,False,200.0,200.0,True,5.0,5.0,True,0.04,0.04,True,26.0,26.0,True,58496453299.0,5,July '22
240g,,False,Korean BBQ Flavour Rice Side Dish,Uncl Rth Korean Bbq,False,350.0,,False,0.5,,False,0.44,,False,5.0,,False,58496453343.0,0,July '22
227ml,227ml,True,Sweet & Smoky Flavour Beans,"Baked Beans, Sweet and Smokey Style",False,240.0,240.0,True,0.5,0.5,True,0.74,0.74,True,15.0,15.0,True,58496453398.0,5,July '22
10g,,False,Egg Hunt Mix Assorted Fun Size Candies,"M&M, Twix and Snickers Easter Hunts, 30 pieces",False,50.0,,False,2.0,,False,0.02,,False,5.0,,False,58496453411.0,0,July '22
20g,14g,False,Unpasteurised Pure Natural Honey,"Liquid Honey, Unpasteurized",False,60.0,45.0,False,,0.0,False,,0.001,False,16.0,12.0,False,58500010463.0,0,July '22
125ml,,False,Chickpeas,TAMAM CHICK PEAS,False,90.0,,False,0.3,,False,0.075,,False,0.0,,False,58504900005.0,0,July '22
125ml,,False,Black Turtle Beans,TAMAM BLACK TURTLE BEANS,False,70.0,,False,0.1,,False,0.115,,False,0.0,,False,58504900029.0,0,July '22
125ml,,False,Green Lentils,Lentilles vertes,False,70.0,,False,0.1,,False,0.16,,False,0.0,,False,58504900036.0,0,July '22
34g,,False,Sliced Pickled Turnips,Navets tranchés marinés,False,10.0,,False,0.0,,False,0.33,,False,1.0,,False,58504900241.0,0,July '22
30ml,,False,Orange Blossom Water,Eau de fleur d'oranger,False,0.0,,False,,,False,,,False,,,False,58504900258.0,0,July '22
30ml,,False,Rose Water,Eau de rose,False,0.0,,False,,,False,,,False,,,False,58504900265.0,0,July '22
15g,,False,Black Olives,Olives noires,False,25.0,,False,0.3,,False,0.23,,False,0.0,,False,58504900388.0,0,July '22
15g,,False,Green Olives,"Green Olives ,Small",False,25.0,,False,0.3,,False,0.23,,False,0.0,,False,58504900395.0,0,July '22
50g,50g,True,Salted Almonds,"Almonds, Roasted & Salted",False,330.0,330.0,True,2.5,2.5,True,0.07,0.07,True,2.0,2.0,True,58716991730.0,5,July '22
50g,50g,True,Raw Almonds,"Almonds, Natural",False,330.0,330.0,True,2.0,2.0,True,0.0,0.0,True,2.0,2.0,True,58716991754.0,5,July '22
80ml,80ml,True,Pad Thai Stir-Fry Sauce,Perfect for Two Pouches - Pad Thai,False,110.0,110.0,True,0.0,0.0,True,0.35,0.35000000000000003,False,18.0,18.0,True,58744160733.0,4,July '22
99g,99g,True,Reduced Sugar Lemon Lime Gel Snack,Snack Pack Pudding Gel Lemon Lime,False,6.0,5.0,False,0.0,0.0,True,0.035,0.035,True,0.0,0.0,True,58807123453.0,4,July '22
99g,,False,Unicorn Magic Pudding,"Pudding Cups, Unicorn Magic",False,110.0,,False,1.5,,False,0.15,,False,15.0,,False,58807410416.0,0,July '22
99g,,False,Dragon Treasure Pudding,"Pudding Cups, Dragon Treasure",False,110.0,,False,1.0,,False,0.045,,False,17.0,,False,58807411130.0,0,July '22
99g,99g,True,Raspberry/Mixed Berry Gel Snack,"Snack Pack, Juicy Gels, Raspberry Mixed Berry",False,100.0,100.0,True,0.0,0.0,True,0.04,0.04,True,29.0,21.0,False,58807412151.0,4,July '22
99g,99g,True,Reduced Sugar Strawberry/Orange Gel Snack,"Snack Pack, Juicy Gels, Sugarfree Strawberry",False,6.0,5.0,False,0.0,0.0,True,0.04,0.05,False,0.0,0.0,True,58807412366.0,3,July '22
1 unit,,False,Chocolate and Butterscotch Pudding Family Pack,"Snackpack, Chocolate & Butterscotch",False,120.0,,False,1.5,,False,0.125,,False,15.0,,False,58807412694.0,0,July '22
99g,99g,True,Lemon Meringue Pie Pudding,"Snack Pack, Dessert Flavours, Lemon Meringue Pie",False,120.0,130.0,False,1.5,0.5,False,0.075,0.065,False,19.0,19.0,True,58807412908.0,2,July '22
99g,99g,True,Ice Cream Sandwich Pudding,"Snack Pack, Dessert Flavours, Ice-cream Sandwich",False,110.0,110.0,True,2.0,2.0,True,0.135,0.135,True,14.0,14.0,True,58807412953.0,5,July '22
99g,99g,True,Chocolate Pudding,"Snack Pack, Pudding, Chocolate",False,120.0,120.0,True,1.5,1.5,True,0.125,0.125,True,15.0,15.0,True,58807413257.0,5,July '22
99g,99g,True,Vanilla Pudding,"Snack Pack, Pudding, Vanilla",False,110.0,110.0,True,2.0,2.0,True,0.125,0.125,True,13.0,13.0,True,58807413264.0,5,July '22
99g,99g,True,Butterscotch Pudding,"Snack Pack,Pudding, Butterscotch",False,110.0,110.0,True,1.5,1.5,True,0.14,0.14,True,15.0,15.0,True,58807413288.0,5,July '22
50g,50g,True,Simply Salted Gourmet Popcorn,Gourmet Popcorn Simply Salted,False,210.0,210.0,True,5.0,5.0,True,0.34,0.34,True,0.0,0.0,True,58807500568.0,5,July '22
50g,50g,True,Extra Buttery Flavoured Gourmet Popcorn,"Popcorn, Extra Buttery",False,190.0,190.0,True,4.5,4.5,True,0.25,0.25,True,0.0,0.0,True,58807500865.0,5,July '22
30g,30g,True,Unbleached All Purpose Flour,Unbleached All Purpose Flour,True,110.0,100.0,False,0.1,0.1,True,0.0,0.0,True,0.0,0.0,True,59000016597.0,5,July '22
50g,50g,True,Cheese Sticks,Cheese Sticks,True,310.0,310.0,True,2.0,2.0,True,0.45,0.45,True,4.0,4.0,True,59119350339.0,6,July '22
71g,,False,Vanilla Mini Cupcakes,Mini Vanilla Cupcakes 12 Pack,False,280.0,,False,4.0,,False,0.23,,False,32.0,,False,59327140586.0,0,July '22
71g,,False,Chocolate Mini Cupcakes,Mini Chocolate Cupcakes 12 Pack,False,260.0,,False,4.0,,False,0.25,,False,32.0,,False,59327140593.0,0,July '22
250ml,per250ml,False,Orange Juice,Nutri Immunity Support,False,120.0,120.0,True,0.0,0.0,True,0.02,0.02,True,24.0,24.0,True,59600000729.0,4,July '22
250ml,per250ml,False,Orange Juice Beverage,"Orange Juice, 50% Less Sugar",False,50.0,50.0,True,,0.0,False,0.01,0.01,True,10.0,10.0,True,59600060259.0,3,July '22
200ml,200ml,True,Watermelon Blueberry Real Fruit Beverage,"Real Fruit Beverage Watermelon Blueberry, 8",False,40.0,40.0,True,0.0,0.0,True,0.015,0.015,True,8.0,8.0,True,59600060464.0,5,July '22
63ml,63ml,True,100% Orange Juice Frozen Concentrate with Calcium + Vitamin D,"Calcium + Vitamin D Frozen Concentrate Orange Juice, Can",False,120.0,120.0,True,0.0,0.0,True,0.005,0.005,True,25.0,25.0,True,59600061638.0,5,July '22
330ml,330ml,True,100% Watermelon Juice,Blue Monkey 100% Watrmln Juice,False,105.0,90.0,False,0.0,0.0,True,0.063,0.08,False,25.0,20.0,False,59654510014.0,2,July '22
10g,10g,True,Candy Coated Milk Chocolate,Valentine Mini Chocolate Smarties For Sharing,False,45.0,45.0,True,1.0,1.0,True,0.005,0.005,True,7.0,7.0,True,59800322379.0,5,July '22
17g,17g,True,The Original Milk Chocolate with Smooth Caramel & Pecans,Heart Shaped Box With Turtles For Valentine,False,90.0,90.0,True,2.0,2.0,True,0.015,0.015,True,8.0,8.0,True,59800484077.0,5,July '22
46g,,False,Orange Peel Dark Chocolate,Orange Peel Dark Chocolate,True,250.0,,False,8.0,,False,0.001,,False,20.0,,False,59800509299.0,1,July '22
46g,,False,Roasted Almond Dark Chocolate,Roasted Almond Dark Chocolate Bar,False,260.0,,False,8.0,,False,0.001,,False,17.0,,False,59800509312.0,0,July '22
38g,,False,Raw 70% Cacao Dark Chocolate,70% Raw Cacao Dark Chocolate,False,220.0,,False,9.0,,False,0.001,,False,10.0,,False,59800509442.0,0,July '22
8.4g,,False,Orange Flavoured Dark Mints Thins,After Eight Orange Dark Mint Thins Collectible Tin,False,35.0,,False,0.5,,False,0.002,,False,6.0,,False,59800509466.0,0,July '22
,,False,Easter Break Milk Chocolate with Crispy Wafer,Kitkat Bunny,False,,,False,,,False,,,False,,,False,59800509473.0,0,July '22
35g,,False,"Pecan, Banana & Dark Chocolate Nut Bar","Fruit Bar Pecan, Banana and Dark Chocolate",False,170.0,,False,2.0,,False,0.1,,False,7.0,,False,59800511148.0,0,July '22
35g,,False,"Almond, Dark Chocolate & Sea Salt Nut Bar",Almond Seasalt,False,190.0,,False,2.0,,False,0.14,,False,4.0,,False,59800511209.0,0,July '22
40g,,False,Caramel Crisp Chocolate Wafer Bar,Caramel Crisp Wafer Bar,False,200.0,,False,6.0,,False,0.045,,False,21.0,,False,59800511247.0,0,July '22
45g,,False,Gold Caramelized White Wafer Bar,KitKat Gold Caramelized White Wafer Bar,False,240.0,,False,7.0,,False,0.04,,False,22.0,,False,59800511346.0,0,July '22
125ml,125ml,True,Very Cherry Mixed Fruit in Light Syrup,Very Cherry,False,90.0,80.0,False,0.0,0.0,True,0.005,0.005,True,18.0,15.0,False,60000111106.0,3,July '22
167ml,125ML,False,Peach Slices,Peach Slices in Juice,False,80.0,60.0,False,0.0,0.0,True,0.003,0.01,False,17.0,9.0,False,60000133306.0,1,July '22
167ml,125ml,False,Fruit Cocktail,Fruit Cocktail in Juice,False,90.0,70.0,False,0.0,0.0,True,0.01,0.01,True,16.0,13.0,False,60000133504.0,2,July '22
125ml,,False,Mexican Style Corn Medley,Corn Medley Mexican Style,False,70.0,,False,0.0,,False,0.11,,False,3.0,,False,60000888015.0,0,July '22
125ml,,False,Southwest Style Corn Medley,Corn Medley Southwest Style,False,70.0,,False,0.0,,False,0.14,,False,3.0,,False,60000888039.0,0,July '22
9.8g,,False,Breakfast Blend Medium Roast Coffee Single Serve Pods,Breakfast Blend Coffee Keurig K-Cup Pods,False,10.0,,False,,,False,0.0,,False,,,False,60200001429.0,0,July '22
,nullnull,False,Full City Dark 100% Arabica Coffee Single Serve Pods,Full City Dark Coffee 100% Compostable Pods,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,60200001658.0,0,July '22
240ml,,False,Cappuccino Coffee,Nabob Cappuccino Coffee Single Serve T-Discs,False,40.0,,False,2.0,,False,0.08,,False,2.0,,False,60200001887.0,0,July '22
,100GR,False,Whole Bean Coffee from Guatemala,Whole Bean Guatemala Coffee,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,60200001948.0,0,July '22
50g,,False,Dark Chocolate Covered Coconut Clusters,Dark Chocolate Covered Coconut Clusters,True,290.0,,False,14.0,,False,0.14,,False,13.0,,False,60383000653.0,1,July '22
